tran_code,tran_cat_code,tran_terms_bal,Tran_Desc,Tran_Group,Rank
104,3587,9,Promo CC,Convenience Check Amount,4
104,3595,8,LOL CC,Convenience Check Amount,4
104,3597,8,LOL CC,Convenience Check Amount,4
104,3603,8,LOL CC,Convenience Check Amount,4
102,1028,15,Cash Advance,Cash Advance Amount,3
161,1028,15,Cash Advance,Cash Advance Amount,3
300,3573,20,LOL BT,Balance Transfer Amount,2
300,3596,8,LOL BT,Balance Transfer Amount,2
228,3599,9,LOL CC,Convenience Check Amount,4
228,3568,20,LOL CC,Convenience Check Amount,4
296,3596,8,LOL BT,Balance Transfer Amount,2
104,3642,4,Promo CC,Convenience Check Amount,4
296,3617,20,LOL BT,Balance Transfer Amount,2
101,2015,5,Purchase,Purchases,1
1006,2015,5,Purchase,Purchases,1
228,3587,9,Promo CC,Convenience Check Amount,4
218,3644,17,Promo BT,Balance Transfer Amount,2
218,3646,17,Promo BT,Balance Transfer Amount,2
218,3648,8,LOL BT,Balance Transfer Amount,2
218,3650,8,LOL BT,Balance Transfer Amount,2
218,3652,8,LOL BT,Balance Transfer Amount,2
218,3655,8,LOL BT,Balance Transfer Amount,2
218,3658,17,Promo BT,Balance Transfer Amount,2
218,3660,17,Promo BT,Balance Transfer Amount,2
1001,2004,5,Purchase,Purchases,1
104,3651,8,LOL CC,Convenience Check Amount,4
1006,2004,5,Purchase,Purchases,1
104,3643,17,Promo CC,Convenience Check Amount,4
104,3647,8,LOL CC,Convenience Check Amount,4
104,3649,8,LOL CC,Convenience Check Amount,4
104,3657,17,Promo CC,Convenience Check Amount,4
228,3651,8,LOL CC,Convenience Check Amount,4
300,3655,8,LOL BT,Balance Transfer Amount,2
228,3643,17,Promo CC,Convenience Check Amount,4
300,3646,17,Promo BT,Balance Transfer Amount,2
1001,2009,5,Purchase,Purchases,1
104,3666,20,LOL CC,Convenience Check Amount,4
1027,1027,15,Cash Advance,Cash Advance Amount,3
104,3662,19,Promo CC,Convenience Check Amount,4
300,3665,20,LOL BT,Balance Transfer Amount,2
104,3673,19,Promo CC,Convenience Check Amount,4
104,3675,19,Promo CC,Convenience Check Amount,4
104,3681,19,Promo CC,Convenience Check Amount,4
1006,2009,5,Purchase,Purchases,1
300,3680,19,Promo BT,Balance Transfer Amount,2
296,3615,20,LOL BT,Balance Transfer Amount,2
300,3674,19,Promo BT,Balance Transfer Amount,2
320,3116,4,Promo BT,Balance Transfer Amount,2
328,3118,4,Promo BT,Balance Transfer Amount,2
328,3121,4,Promo BT,Balance Transfer Amount,2
328,3123,4,Promo BT,Balance Transfer Amount,2
104,3125,4,Promo CC,Convenience Check Amount,4
104,3122,4,Promo CC,Convenience Check Amount,4
104,3119,4,Promo CC,Convenience Check Amount,4
104,3116,4,Promo CC,Convenience Check Amount,4
112,3118,4,Promo CC,Convenience Check Amount,4
112,3121,4,Promo CC,Convenience Check Amount,4
112,3124,4,Promo CC,Convenience Check Amount,4
227,3124,4,Promo CC,Convenience Check Amount,4
227,3122,4,Promo CC,Convenience Check Amount,4
227,3119,4,Promo CC,Convenience Check Amount,4
227,3116,4,Promo CC,Convenience Check Amount,4
228,3118,4,Promo CC,Convenience Check Amount,4
228,3121,4,Promo CC,Convenience Check Amount,4
228,3124,4,Promo CC,Convenience Check Amount,4
228,3127,8,LOL CC,Convenience Check Amount,4
228,3129,8,LOL CC,Convenience Check Amount,4
227,3127,8,LOL CC,Convenience Check Amount,4
112,3127,8,LOL CC,Convenience Check Amount,4
104,3129,8,LOL CC,Convenience Check Amount,4
104,3127,8,LOL CC,Convenience Check Amount,4
328,3127,8,LOL BT,Balance Transfer Amount,2
320,3129,8,LOL BT,Balance Transfer Amount,2
320,3126,8,LOL BT,Balance Transfer Amount,2
300,3128,8,LOL BT,Balance Transfer Amount,2
296,3129,8,LOL BT,Balance Transfer Amount,2
296,3126,8,LOL CC,Convenience Check Amount,4
218,3128,8,LOL BT,Balance Transfer Amount,2
218,3138,10,Promo BT,Balance Transfer Amount,2
300,8377,32,Promo BT,Balance Transfer Amount,2
104,8333,21,Promo CC,Convenience Check Amount,4
228,8334,21,Promo CC,Convenience Check Amount,4
101,2017,16,Purchase,Purchases,1
106,2017,16,Purchase,Purchases,1
130,2017,16,Purchase,Purchases,1
106,2016,5,Purchase,Purchases,1
109,2017,16,Purchase,Purchases,1
218,8334,21,Promo CC,Convenience Check Amount,4
218,8337,22,Promo BT,Balance Transfer Amount,2
104,8345,24,Promo BT,Balance Transfer Amount,2
104,8342,23,Promo CC,Convenience Check Amount,4
101,8353,26,Purchase,Purchases,1
130,2222,5,Purchase,Purchases,1
138,8346,24,Promo CC,Convenience Check Amount,4
296,8423,8,LOL BT,Balance Transfer Amount,2
228,8349,25,Promo BT,Balance Transfer Amount,2
104,8337,22,Promo BT,Balance Transfer Amount,2
228,8350,21,Promo CC,Convenience Check Amount,4
7146,2005,5,ON-US PURCHASE,Purchases,1
7146,2010,5,ON-US PURCHASE,Purchases,1
7146,1,1,ON-US PURCHASE,Purchases,1
7155,1,1,ON-US PURCHASE,Purchases,1
228,8334,25,Promo BT,Balance Transfer Amount,2
300,2005,21,Promo BT,Balance Transfer Amount,2
300,2016,21,Promo BT,Balance Transfer Amount,2
1026,2018,16,Purchase,Purchases,1
161,8333,21,Cash Advance,Cash Advance Amount,3
163,8807,18,Purchase,Purchases,1
130,2005,5,Purchase,Purchases,1
106,2015,5,Purchase,Purchases,1
132,2018,16,Purchase,Purchases,1
101,8361,28,Promo BT,Balance Transfer Amount,2
163,8362,28,Promo CC,Convenience Check Amount,4
101,8373,31,Balance Transfer,Balance Transfer Amount,2
3006,8350,5,Purchase,Purchases,1
3036,2018,16,Purchase,Purchases,1
3001,1,5,Purchase,Purchases,1
7146,2003,5,ON-US PURCHASE,Purchases,1
228,8334,28,Convenience Check,Convenience Check Amount,4
300,8361,28,Promo BT,Balance Transfer Amount,2
218,3691,8,Promo BT,Balance Transfer Amount,2
218,8773,8,Promo BT,Balance Transfer Amount,2
354,2222,5,Purchase,Purchases,1
101,8352,26,LOL CC,Convenience Check Amount,4
163,8351,26,Promo BT,Balance Transfer Amount,2
104,8377,32,Promo BT,Balance Transfer Amount,2
188,1,1,Purchase,Purchases,1
102,2016,5,Cash Advance,Cash Advance Amount,3
101,8351,26,LOL BT,Balance Transfer Amount,2
404,8352,26,LOL CC,Convenience Check Amount,4
218,8734,21,Promo BT,Balance Transfer Amount,2
160,8351,26,Promo CC,Convenience Check Amount,4
101,2010,5,Purchase,Purchases,1
134,8377,32,Promo CC,Convenience Check Amount,4
101,1009,4,Purchase,Purchases,1
101,8362,28,Promo CC,Convenience Check Amount,4
102,8357,27,Cash Advance,Cash Advance Amount,3
300,8333,25,Balance Transfer,Balance Transfer Amount,2
161,8334,21,Promo CC,Convenience Check Amount,4
228,8362,28,Convenience Check,Convenience Check Amount,4
104,8373,31,Promo BT,Balance Transfer Amount,2
174,2,2,Cash Advance,Cash Advance Amount,3
300,8734,21,Promo BT,Balance Transfer Amount,2
300,8355,27,Promo BT,Balance Transfer Amount,2
164,8350,25,Promo BT,Balance Transfer Amount,2
7263,45,1,Purchase,Purchases,1
300,9120,9,Promo BT,Balance Transfer Amount,2
7240,45,1,Purchase,Purchases,1
7267,45,1,Purchase,Purchases,1
368,8334,21,Promo BT,Balance Transfer Amount,2
218,3735,13,Promo BT,Balance Transfer Amount,2
7155,2004,5,Purchase,Purchases,1
218,8336,22,Promo BT,Balance Transfer Amount,2
365,2018,16,Purchase,Purchases,1
376,2018,16,Purchase,Purchases,1
228,8807,18,Purchase,Purchases,1
104,8807,18,Purchase,Purchases,1
9501,2015,5,Purchase,Purchases,1
7146,2015,5,ON-US PURCHASE,Purchases,1
300,2005,25,Promo BT,Balance Transfer Amount,2
174,2018,16,Purchase,Purchases,1
174,4,2,Convenience Check,Convenience Check Amount,4
104,8362,28,Promo BT,Balance Transfer Amount,2
219,8362,28,Promo BT,Balance Transfer Amount,2
296,8734,21,Promo BT,Balance Transfer Amount,2
218,8743,21,Promo BT,Balance Transfer Amount,2
7146,2007,5,ON-US PURCHASE,Purchases,1
218,8795,8,Promo BT,Balance Transfer Amount,2
105,8350,25,Promo BT,Balance Transfer Amount,2
163,2018,16,Purchase,Purchases,1
7146,2016,5,ON-US PURCHASE,Purchases,1
218,8335,22,Promo BT,Balance Transfer Amount,2
218,8759,20,Promo BT,Balance Transfer Amount,2
133,1,21,Promo BT,Balance Transfer Amount,2
300,8361,21,Promo BT,Balance Transfer Amount,2
228,2016,5,Purchase,Purchases,1
134,8734,21,Promo BT,Balance Transfer Amount,2
219,8341,23,Promo BT,Balance Transfer Amount,2
219,8349,25,Promo BT,Balance Transfer Amount,2
7239,45,1,Purchase,Purchases,1
102,8377,32,Promo CC,Convenience Check Amount,4
218,2007,5,Purchase,Purchases,1
164,8373,31,Promo BT,Balance Transfer Amount,2
7146,8334,21,ON-US PURCHASE,Purchases,1
133,1,25,Promo BT,Balance Transfer Amount,2
300,8349,31,Promo BT,Balance Transfer Amount,2
7146,8333,21,ON-US PURCHASE,Purchases,1
218,3524,20,LOL BT,Balance Transfer Amount,2
101,8346,24,Promo BT,Balance Transfer Amount,2
104,2015,5,Purchase,Purchases,1
218,2015,5,Purchase,Purchases,1
160,3693,12,Purchase,Purchases,1
163,8374,25,Promo BT,Balance Transfer Amount,2
228,8342,21,Promo BT,Balance Transfer Amount,2
228,8374,3,Promo CC,Convenience Check Amount,4
218,8339,23,Balance Transfer,Balance Transfer Amount,2
101,1000,1,Purchase,Purchases,1
300,8333,28,Promo BT,Balance Transfer Amount,2
102,2015,5,Purchase,Purchases,1
228,8334,31,Promo BT,Balance Transfer Amount,2
164,8734,21,Promo BT,Balance Transfer Amount,2
300,2016,5,Purchase,Purchases,1
300,8349,21,Promo BT,Balance Transfer Amount,2
218,8374,31,Promo BT,Balance Transfer Amount,2
160,2016,21,Purchase,Purchases,1
3036,2015,5,Purchase,Purchases,1
228,3014,4,Promo CC,Convenience Check Amount,4
300,3017,4,Promo BT,Balance Transfer Amount,2
104,3019,8,LOL CC,Convenience Check Amount,4
160,3008,5,Purchase,Purchases,1
101,3008,5,Purchase,Purchases,1
227,3014,4,Promo CC,Convenience Check Amount,4
300,3016,4,Promo BT,Balance Transfer Amount,2
325,24,6,Purchase,Purchases,1
328,3019,8,LOL BT,Balance Transfer Amount,2
104,3014,4,Promo CC,Convenience Check Amount,4
218,3017,4,Promo BT,Balance Transfer Amount,2
218,3016,4,Promo BT,Balance Transfer Amount,2
160,3006,5,Purchase,Purchases,1
104,3013,4,Promo CC,Convenience Check Amount,4
104,3012,4,Promo CC,Convenience Check Amount,4
218,3015,4,Promo BT,Balance Transfer Amount,2
3038,3000,2,Cash Advance,Cash Advance Amount,3
296,3017,4,Promo BT,Balance Transfer Amount,2
3031,3010,5,Purchase,Purchases,1
130,3006,5,Purchase,Purchases,1
300,3015,4,Promo BT,Balance Transfer Amount,2
228,3013,4,Promo CC,Convenience Check Amount,4
112,3012,4,Promo CC,Convenience Check Amount,4
296,3015,4,Promo BT,Balance Transfer Amount,2
3031,3006,5,Purchase,Purchases,1
228,3012,4,Promo CC,Convenience Check Amount,4
223,5,3,Balance Transfer,Balance Transfer Amount,2
296,3051,4,Promo BT,Balance Transfer Amount,2
102,2,2,Cash Advance,Cash Advance Amount,3
101,3113,1,Purchase,Purchases,1
107,2,2,Cash Advance,Cash Advance Amount,3
3001,3115,1,Purchase,Purchases,1
218,3116,4,Promo BT,Balance Transfer Amount,2
218,3117,4,Promo BT,Balance Transfer Amount,2
218,3118,4,Promo BT,Balance Transfer Amount,2
218,3119,4,Promo BT,Balance Transfer Amount,2
218,3120,4,Promo BT,Balance Transfer Amount,2
218,3121,4,Promo BT,Balance Transfer Amount,2
218,3122,4,Promo BT,Balance Transfer Amount,2
218,3123,4,Promo BT,Balance Transfer Amount,2
218,3125,4,Promo BT,Balance Transfer Amount,2
296,3125,4,Promo BT,Balance Transfer Amount,2
296,3124,4,Promo BT,Balance Transfer Amount,2
296,3123,4,Promo BT,Balance Transfer Amount,2
296,3122,4,Promo BT,Balance Transfer Amount,2
296,3121,4,Promo BT,Balance Transfer Amount,2
296,3120,4,Promo BT,Balance Transfer Amount,2
296,3119,4,Promo BT,Balance Transfer Amount,2
296,3118,4,Promo BT,Balance Transfer Amount,2
296,3117,4,Promo BT,Balance Transfer Amount,2
296,3116,4,Promo BT,Balance Transfer Amount,2
300,3116,4,Promo BT,Balance Transfer Amount,2
300,3117,4,Promo BT,Balance Transfer Amount,2
300,3118,4,Promo BT,Balance Transfer Amount,2
300,3121,4,Promo BT,Balance Transfer Amount,2
300,3122,4,Promo BT,Balance Transfer Amount,2
300,3124,4,Promo BT,Balance Transfer Amount,2
300,3125,4,Promo BT,Balance Transfer Amount,2
320,3124,4,Promo BT,Balance Transfer Amount,2
320,3123,4,Promo BT,Balance Transfer Amount,2
320,3121,4,Promo BT,Balance Transfer Amount,2
320,3120,4,Promo BT,Balance Transfer Amount,2
320,3118,4,Promo BT,Balance Transfer Amount,2
320,3117,4,Promo BT,Balance Transfer Amount,2
328,3116,4,Promo BT,Balance Transfer Amount,2
328,3117,4,Promo BT,Balance Transfer Amount,2
328,3119,4,Promo BT,Balance Transfer Amount,2
328,3120,4,Promo BT,Balance Transfer Amount,2
328,3122,4,Promo BT,Balance Transfer Amount,2
328,3124,4,Promo BT,Balance Transfer Amount,2
328,3125,4,Promo BT,Balance Transfer Amount,2
104,3124,4,Promo CC,Convenience Check Amount,4
104,3123,4,Promo CC,Convenience Check Amount,4
104,3121,4,Promo CC,Convenience Check Amount,4
104,3120,4,Promo CC,Convenience Check Amount,4
104,3118,4,Promo CC,Convenience Check Amount,4
104,3117,4,Promo CC,Convenience Check Amount,4
112,3116,4,Promo CC,Convenience Check Amount,4
112,3117,4,Promo CC,Convenience Check Amount,4
112,3119,4,Promo CC,Convenience Check Amount,4
112,3120,4,Promo CC,Convenience Check Amount,4
112,3122,4,Promo CC,Convenience Check Amount,4
112,3123,4,Promo CC,Convenience Check Amount,4
112,3125,4,Promo CC,Convenience Check Amount,4
227,3125,4,Promo CC,Convenience Check Amount,4
227,3123,4,Promo CC,Convenience Check Amount,4
227,3121,4,Promo CC,Convenience Check Amount,4
227,3120,4,Promo CC,Convenience Check Amount,4
227,3118,4,Promo CC,Convenience Check Amount,4
227,3117,4,Promo CC,Convenience Check Amount,4
228,3116,4,Promo CC,Convenience Check Amount,4
228,3117,4,Promo CC,Convenience Check Amount,4
228,3119,4,Promo CC,Convenience Check Amount,4
228,3120,4,Promo CC,Convenience Check Amount,4
228,3122,4,Promo CC,Convenience Check Amount,4
228,3123,4,Promo CC,Convenience Check Amount,4
228,3125,4,Promo CC,Convenience Check Amount,4
228,3126,8,LOL CC,Convenience Check Amount,4
228,3128,8,LOL CC,Convenience Check Amount,4
227,3129,8,LOL CC,Convenience Check Amount,4
227,3128,8,LOL CC,Convenience Check Amount,4
112,3126,8,LOL CC,Convenience Check Amount,4
112,3129,8,LOL CC,Convenience Check Amount,4
104,3128,8,LOL CC,Convenience Check Amount,4
104,3126,8,LOL CC,Convenience Check Amount,4
328,3126,8,LOL BT,Balance Transfer Amount,2
328,3129,8,LOL BT,Balance Transfer Amount,2
320,3128,8,LOL BT,Balance Transfer Amount,2
300,3126,8,LOL BT,Balance Transfer Amount,2
300,3127,8,LOL BT,Balance Transfer Amount,2
300,3129,8,LOL BT,Balance Transfer Amount,2
296,3128,8,LOL CC,Convenience Check Amount,4
296,3127,8,LOL BT,Balance Transfer Amount,2
218,3126,8,LOL BT,Balance Transfer Amount,2
218,3127,8,LOL BT,Balance Transfer Amount,2
218,3129,8,LOL BT,Balance Transfer Amount,2
228,3111,8,LOL CC,Convenience Check Amount,4
228,3105,12,Promo CC,Convenience Check Amount,4
3032,2,2,Cash Advance,Cash Advance Amount,3
228,4023,8,LOL CC,Convenience Check Amount,4
227,3018,8,LOL CC,Convenience Check Amount,4
3006,3113,1,Purchase,Purchases,1
320,3005,3,Balance Transfer,Balance Transfer Amount,2
218,3136,10,Promo BT,Balance Transfer Amount,2
218,3146,13,Promo BT,Balance Transfer Amount,2
218,3142,10,Promo BT,Balance Transfer Amount,2
218,3144,13,Promo BT,Balance Transfer Amount,2
218,3150,8,LOL BT,Balance Transfer Amount,2
106,4021,5,Purchase,Purchases,1
218,3140,10,Promo BT,Balance Transfer Amount,2
3001,4021,5,Purchase,Purchases,1
104,3011,4,Promo CC,Convenience Check Amount,4
3031,3084,5,Purchase,Purchases,1
104,3130,3,Convenience Check,Convenience Check Amount,4
3001,2228,1,Purchase,Purchases,1
3006,2228,1,Purchase,Purchases,1
104,3135,10,Promo CC,Convenience Check Amount,4
104,3137,10,Promo CC,Convenience Check Amount,4
104,3139,10,Promo CC,Convenience Check Amount,4
104,3147,13,Promo CC,Convenience Check Amount,4
104,3149,8,LOL CC,Convenience Check Amount,4
104,3141,3,Convenience Check,Convenience Check Amount,4
104,3151,4,Promo CC,Convenience Check Amount,4
104,3012,14,Promo CC,Convenience Check Amount,4
3006,4021,5,Purchase,Purchases,1
218,3142,3,Balance Transfer,Balance Transfer Amount,2
218,3134,4,Promo BT,Balance Transfer Amount,2
218,3152,4,Promo BT,Balance Transfer Amount,2
218,3131,3,Balance Transfer,Balance Transfer Amount,2
131,2,2,Cash Advance,Cash Advance Amount,3
101,4021,5,Purchase,Purchases,1
160,4021,5,Purchase,Purchases,1
228,3052,8,LOL CC,Convenience Check Amount,4
300,3138,10,Promo BT,Balance Transfer Amount,2
300,3131,3,Balance Transfer,Balance Transfer Amount,2
300,3146,13,Promo BT,Balance Transfer Amount,2
163,8326,28,Promo CC,Convenience Check Amount,4
101,8326,28,Promo CC,Convenience Check Amount,4
228,8326,28,Convenience Check,Convenience Check Amount,4
104,8326,28,Promo BT,Balance Transfer Amount,2
219,8326,28,Promo BT,Balance Transfer Amount,2
